Variety,Card Number,Player/Athlete,Team,Rookie
Chrome,57,Lawrence Butler,Oakland Athletics,
Chrome,58,Slade Cecconi,Arizona Diamondbacks,
Chrome,59,Luis Matos,San Francisco Giants,
Chrome,60,Bryce Harper,Philadelphia Phillies,
Chrome,62,Freddie Freeman,Los Angeles Dodgers,
Chrome,63,Luis Arraez,San Diego Padres,
Chrome,66,Manny Machado,San Diego Padres,
Chrome,67,Ronny Mauricio,New York Mets,
Chrome,68,Austin Riley,Atlanta Braves,
Chrome,69,Johan Rojas,Philadelphia Phillies,
Chrome,72,Kyle Harrison,San Francisco Giants,
Chrome,73,Francisco Lindor,New York Mets,
Chrome,76,Nick Loftin,Kansas City Royals,
Chrome,77,Ceddanne Rafaela,Boston Red Sox,
Chrome,78,Bryan Woo,Seattle Mariners,
Chrome,79,Marco Luciano,San Francisco Giants,
Chrome,81,Owen White,Texas Rangers,
Chrome,82,Zack Gelof,Oakland Athletics,
Chrome,83,Yordan Alvarez,Houston Astros,
Chrome,84,Everson Pereira,New York Yankees,
Chrome,86,Aaron Judge,New York Yankees,
Chrome,87,Corbin Carroll,Arizona Diamondbacks,
Chrome,88,Nolan Schanuel,Los Angeles Angels,
Chrome,90,Carlos Correa,Minnesota Twins,
Chrome,92,Junior Caminero,Tampa Bay Rays,
Chrome,94,Mookie Betts,Los Angeles Dodgers,
Chrome,96,Evan Carter,Texas Rangers,
Chrome,97,Shohei Ohtani,Los Angeles Dodgers,
Chrome,98,Sal Frelick,Milwaukee Brewers,
Chrome,99,Jordan Lawlar,Arizona Diamondbacks,
Chrome,100,Bobby Witt Jr.,Kansas City Royals,
Chrome,106,Cody Bellinger,Chicago Cubs,
Chrome,124,Roberto Clemente,Pittsburgh Pirates,
Chrome,132,Adolis García,Texas Rangers,
Chrome,142,Mickey Mantle,New York Yankees,
Chrome,153,Kirby Puckett,Minnesota Twins,
Chrome,161,Gunnar Henderson,Baltimore Orioles,
Chrome,170,Jackie Robinson,Brooklyn Dodgers,
Chrome,181,Shota Imanaga,Chicago Cubs,
Chrome,187,Royce Lewis,Minnesota Twins,
Chrome,189,Christoper Morel,Chicago Cubs,
Chrome,198,Babe Ruth,Boston Red Sox,
Chrome,200,Vladimir Guerrero Jr.,Toronto Blue Jays,
Chrome,201,Yoshinobu Yamamoto,Los Angeles Dodgers,
Chrome,203,Andrew McCutchen,Pittsburgh Pirates,
Chrome,208,Usain Bolt,,
Chrome,241,Quavo,,
Chrome,262,Xander Schauffele,,
Chrome,269,Jung Hoo Lee,San Francisco Giants,
Chrome,275,Jackson Merrill,San Diego Padres,
Chrome,276,Jackson Chourio,Milwaukee Brewers,
Chrome,277,Jackson Holliday,Baltimore Orioles,
Chrome,278,Wyatt Langford,Texas Rangers,
Chrome,279,Colt Keith,Detroit Tigers,
Chrome,280,Mike Trout,Los Angeles Angels,
Chrome,282,Paul Skenes,Pittsburgh Pirates,
Chrome,312,Sandy Koufax,Brooklyn Dodgers,
Chrome Mini,1,Julio Rodríguez,Seattle Mariners,
Chrome Mini,3,Hunter Goodman,Colorado Rockies,
Chrome Mini,4,Henry Davis,Pittsburgh Pirates,
Chrome Mini,5,Yu Darvish,San Diego Padres,
Chrome Mini,6,Christian Encarnacion-Strand,Cincinnati Reds,
Chrome Mini,7,Luis Robert Jr.,Chicago White Sox,
Chrome Mini,8,Kyle Tucker,Houston Astros,
Chrome Mini,9,Bo Bichette,Toronto Blue Jays,
Chrome Mini,10,Dansby Swanson,Chicago Cubs,
Chrome Mini,13,Jazz Chisholm Jr.,Miami Marlins,
Chrome Mini,14,Curtis Mead,Tampa Bay Rays,
Chrome Mini,15,Adley Rutschman,Baltimore Orioles,
Chrome Mini,17,CJ Abrams,Washington Nationals,
Chrome Mini,19,Emmet Sheehan,Los Angeles Dodgers,
Chrome Mini,20,Ronald Acuña Jr.,Atlanta Braves,
Chrome Mini,21,Emerson Hancock,Seattle Mariners,
Chrome Mini,23,Gavin Williams,Cleveland Guardians,
Chrome Mini,24,Masyn Winn,St. Louis Cardinals,
Chrome Mini,25,Gerrit Cole,New York Yankees,
Chrome Mini,26,Nick Gonzales,Pittsburgh Pirates,
Chrome Mini,27,AJ Smith-Shawver,Atlanta Braves,
Chrome Mini,28,Colton Cowser,Baltimore Orioles,
Chrome Mini,29,Jose Altuve,Houston Astros,
Chrome Mini,30,Byron Buxton,Minnesota Twins,
Chrome Mini,31,Jasson Domínguez,New York Yankees,
Chrome Mini,33,Jordan Westburg,Baltimore Orioles,
Chrome Mini,34,José Tena,Cleveland Guardians,
Chrome Mini,35,Tyler Soderstrom,Oakland Athletics,
Chrome Mini,36,Quinn Priester,Pittsburgh Pirates,
Chrome Mini,37,Jordyn Adams,Los Angeles Angels,
Chrome Mini,38,Pete Alonso,New York Mets,
Chrome Mini,39,Trea Turner,Philadelphia Phillies,
Chrome Mini,43,Christian Yelich,Milwaukee Brewers,
Chrome Mini,44,Elly De La Cruz,Cincinnati Reds,
Chrome Mini,45,Matt Olson,Atlanta Braves,
Chrome Mini,46,Pete Crow-Armstrong,Chicago Cubs,
Chrome Mini,48,Corey Seager,Texas Rangers,
Chrome Mini,49,Heston Kjerstad,Baltimore Orioles,
Chrome Mini,50,Juan Soto,New York Yankees,
Chrome Mini,52,Clayton Kershaw,Los Angeles Dodgers,
Chrome Mini,53,Austin Wells,New York Yankees,
Chrome Mini,54,Rafael Devers,Boston Red Sox,
Chrome Mini,56,Kyren Paris,Los Angeles Angels,
Chrome Mini,57,Lawrence Butler,Oakland Athletics,
Chrome Mini,58,Slade Cecconi,Arizona Diamondbacks,
Chrome Mini,59,Luis Matos,San Francisco Giants,
Chrome Mini,60,Bryce Harper,Philadelphia Phillies,
Chrome Mini,62,Freddie Freeman,Los Angeles Dodgers,
Chrome Mini,63,Luis Arraez,San Diego Padres,
Chrome Mini,66,Manny Machado,San Diego Padres,
Chrome Mini,67,Ronny Mauricio,New York Mets,
Chrome Mini,68,Austin Riley,Atlanta Braves,
Chrome Mini,69,Johan Rojas,Philadelphia Phillies,
Chrome Mini,72,Kyle Harrison,San Francisco Giants,
Chrome Mini,73,Francisco Lindor,New York Mets,
Chrome Mini,76,Nick Loftin,Kansas City Royals,
Chrome Mini,77,Ceddanne Rafaela,Boston Red Sox,
Chrome Mini,78,Bryan Woo,Seattle Mariners,
Chrome Mini,79,Marco Luciano,San Francisco Giants,
Chrome Mini,81,Owen White,Texas Rangers,
Chrome Mini,82,Zack Gelof,Oakland Athletics,
Chrome Mini,83,Yordan Alvarez,Houston Astros,
Chrome Mini,84,Everson Pereira,New York Yankees,
Chrome Mini,86,Aaron Judge,New York Yankees,
Chrome Mini,87,Corbin Carroll,Arizona Diamondbacks,
Chrome Mini,88,Nolan Schanuel,Los Angeles Angels,
Chrome Mini,90,Carlos Correa,Minnesota Twins,
Chrome Mini,92,Junior Caminero,Tampa Bay Rays,
Chrome Mini,94,Mookie Betts,Los Angeles Dodgers,
Chrome Mini,96,Evan Carter,Texas Rangers,
Chrome Mini,97,Shohei Ohtani,Los Angeles Dodgers,
Chrome Mini,98,Sal Frelick,Milwaukee Brewers,
Chrome Mini,99,Jordan Lawlar,Arizona Diamondbacks,
Chrome Mini,100,Bobby Witt Jr.,Kansas City Royals,
Chrome Mini,106,Cody Bellinger,Chicago Cubs,
Chrome Mini,124,Roberto Clemente,Pittsburgh Pirates,
Chrome Mini,132,Adolis García,Texas Rangers,
Chrome Mini,142,Mickey Mantle,New York Yankees,
Chrome Mini,153,Kirby Puckett,Minnesota Twins,
Chrome Mini,161,Gunnar Henderson,Baltimore Orioles,
Chrome Mini,170,Jackie Robinson,Brooklyn Dodgers,
Chrome Mini,181,Shota Imanaga,Chicago Cubs,
Chrome Mini,187,Royce Lewis,Minnesota Twins,
Chrome Mini,189,Christoper Morel,Chicago Cubs,
Chrome Mini,198,Babe Ruth,Boston Red Sox,
Chrome Mini,200,Vladimir Guerrero Jr.,Toronto Blue Jays,
Chrome Mini,201,Yoshinobu Yamamoto,Los Angeles Dodgers,
Chrome Mini,203,Andrew McCutchen,Pittsburgh Pirates,
Chrome Mini,208,Usain Bolt,,
Chrome Mini,241,Quavo,,
Chrome Mini,262,Xander Schauffele,,
Chrome Mini,269,Jung Hoo Lee,San Francisco Giants,
Chrome Mini,275,Jackson Merrill,San Diego Padres,
Chrome Mini,276,Jackson Chourio,Milwaukee Brewers,
Chrome Mini,277,Jackson Holliday,Baltimore Orioles,
Chrome Mini,278,Wyatt Langford,Texas Rangers,
Chrome Mini,279,Colt Keith,Detroit Tigers,
Chrome Mini,280,Mike Trout,Los Angeles Angels,
Chrome Mini,282,Paul Skenes,Pittsburgh Pirates,
Chrome Mini,312,Sandy Koufax,Brooklyn Dodgers,
Cloth Mini,1,Julio Rodríguez,Seattle Mariners,
Cloth Mini,2,Endy Rodríguez,Pittsburgh Pirates,
Cloth Mini,4,Henry Davis,Pittsburgh Pirates,
Cloth Mini,5,Yu Darvish,San Diego Padres,
Cloth Mini,6,Christian Encarnacion-Strand,Cincinnati Reds,
Cloth Mini,7,Luis Robert Jr.,Chicago White Sox,
Cloth Mini,8,Kyle Tucker,Houston Astros,
Cloth Mini,9,Bo Bichette,Toronto Blue Jays,
Cloth Mini,10,Dansby Swanson,Chicago Cubs,
Cloth Mini,11,Anthony Volpe,New York Yankees,
Cloth Mini,13,Jazz Chisholm Jr.,Miami Marlins,
Cloth Mini,14,Curtis Mead,Tampa Bay Rays,
Cloth Mini,15,Adley Rutschman,Baltimore Orioles,
Cloth Mini,16,Francisco Alvarez,New York Mets,
Cloth Mini,17,CJ Abrams,Washington Nationals,
Cloth Mini,19,Emmet Sheehan,Los Angeles Dodgers,
Cloth Mini,20,Ronald Acuña Jr.,Atlanta Braves,
Cloth Mini,21,Emerson Hancock,Seattle Mariners,
Cloth Mini,22,Sandy Alcantara,Miami Marlins,
Cloth Mini,23,Gavin Williams,Cleveland Guardians,
Cloth Mini,24,Masyn Winn,St. Louis Cardinals,
Cloth Mini,25,Gerrit Cole,New York Yankees,
Cloth Mini,26,Nick Gonzales,Pittsburgh Pirates,
Cloth Mini,28,Colton Cowser,Baltimore Orioles,
Cloth Mini,29,Jose Altuve,Houston Astros,
Cloth Mini,30,Byron Buxton,Minnesota Twins,
Cloth Mini,31,Jasson Domínguez,New York Yankees,
Cloth Mini,32,Andrew Abbott,Cincinnati Reds,
Cloth Mini,33,Jordan Westburg,Baltimore Orioles,
Cloth Mini,34,José Tena,Cleveland Guardians,
Cloth Mini,35,Tyler Soderstrom,Oakland Athletics,
Cloth Mini,36,Quinn Priester,Pittsburgh Pirates,
Cloth Mini,38,Pete Alonso,New York Mets,
Cloth Mini,39,Trea Turner,Philadelphia Phillies,
Cloth Mini,43,Christian Yelich,Milwaukee Brewers,
Cloth Mini,44,Elly De La Cruz,Cincinnati Reds,
Cloth Mini,45,Matt Olson,Atlanta Braves,
Cloth Mini,46,Pete Crow-Armstrong,Chicago Cubs,
Cloth Mini,47,Justin Steele,Chicago Cubs,
Cloth Mini,48,Corey Seager,Texas Rangers,
Cloth Mini,49,Heston Kjerstad,Baltimore Orioles,
Cloth Mini,50,Juan Soto,New York Yankees,
Cloth Mini,51,Masataka Yoshida,Boston Red Sox,
Cloth Mini,52,Clayton Kershaw,Los Angeles Dodgers,
Cloth Mini,53,Austin Wells,New York Yankees,
Cloth Mini,54,Rafael Devers,Boston Red Sox,
Cloth Mini,55,Oneil Cruz,Pittsburgh Pirates,
Cloth Mini,56,Kyren Paris,Los Angeles Angels,
Cloth Mini,59,Luis Matos,San Francisco Giants,
Cloth Mini,60,Bryce Harper,Philadelphia Phillies,
Cloth Mini,62,Freddie Freeman,Los Angeles Dodgers,
Cloth Mini,66,Manny Machado,San Diego Padres,
Cloth Mini,67,Ronny Mauricio,New York Mets,
Cloth Mini,68,Austin Riley,Atlanta Braves,
Cloth Mini,69,Johan Rojas,Philadelphia Phillies,
Cloth Mini,71,Noelvi Marte,Cincinnati Reds,
Cloth Mini,72,Kyle Harrison,San Francisco Giants,
Cloth Mini,73,Francisco Lindor,New York Mets,
Cloth Mini,74,Ketel Marte,Arizona Diamondbacks,
Cloth Mini,75,Max Fried,Atlanta Braves,
Cloth Mini,76,Nick Loftin,Kansas City Royals,
Cloth Mini,77,Ceddanne Rafaela,Boston Red Sox,
Cloth Mini,79,Marco Luciano,San Francisco Giants,
Cloth Mini,80,Luis Castillo,Seattle Mariners,
Cloth Mini,82,Zack Gelof,Oakland Athletics,
Cloth Mini,83,Yordan Alvarez,Houston Astros,
Cloth Mini,86,Aaron Judge,New York Yankees,
Cloth Mini,87,Corbin Carroll,Arizona Diamondbacks,
Cloth Mini,88,Nolan Schanuel,Los Angeles Angels,
Cloth Mini,89,Riley Greene,Detroit Tigers,
Cloth Mini,90,Carlos Correa,Minnesota Twins,
Cloth Mini,92,Junior Caminero,Tampa Bay Rays,
Cloth Mini,93,Matt McLain,Cincinnati Reds,
Cloth Mini,94,Mookie Betts,Los Angeles Dodgers,
Cloth Mini,95,Cole Ragans,Kansas City Royals,
Cloth Mini,96,Evan Carter,Texas Rangers,
Cloth Mini,97,Shohei Ohtani,Los Angeles Dodgers,
Cloth Mini,98,Sal Frelick,Milwaukee Brewers,
Cloth Mini,99,Jordan Lawlar,Arizona Diamondbacks,
Cloth Mini,100,Bobby Witt Jr.,Kansas City Royals,
Cloth Mini,101,Stan Musial,St. Louis Cardinals,
Cloth Mini,103,Jimmy Rollins,Philadelphia Phillies,
Cloth Mini,106,Cody Bellinger,Chicago Cubs,
Cloth Mini,109,Ozzie Albies,Atlanta Braves,
Cloth Mini,112,Corbin Burnes,Milwaukee Brewers,
Cloth Mini,115,Cal Ripken Jr.,Baltimore Orioles,
Cloth Mini,116,Dave Parker,Pittsburgh Pirates,
Cloth Mini,117,Roy Campanella,Brooklyn Dodgers,
Cloth Mini,118,Willie Mays,New York Giants,
Cloth Mini,123,José Ramírez,Cleveland Guardians,
Cloth Mini,124,Roberto Clemente,Pittsburgh Pirates,
Cloth Mini,125,Charlie Blackmon,Colorado Rockies,
Cloth Mini,126,Thurmon Munson,New York Yankees,
Cloth Mini,129,Lou Gehrig,New York Yankees,
Cloth Mini,130,George Brett,Kansas City Royals,
Cloth Mini,131,Nolan Ryan,Houston Astros,
Cloth Mini,132,Adolis García,Texas Rangers,
Cloth Mini,134,Satchel Paige,St. Louis Browns,
Cloth Mini,135,Ryne Sandberg,Chicago Cubs,
Cloth Mini,136,David Ortiz,Boston Red Sox,
Cloth Mini,138,Anthony Rizzo,New York Yankees,
Cloth Mini,140,Hank Aaron,Atlanta Braves,
Cloth Mini,142,Mickey Mantle,New York Yankees,
Cloth Mini,143,Barry Larkin,Cincinnati Reds,
Cloth Mini,144,Xander Bogaerts,San Diego Padres,
Cloth Mini,145,Randy Arozarena,Tampa Bay Rays,
Cloth Mini,148,David Wright,New York Mets,
Cloth Mini,149,Paul Goldschmidt,St. Louis Cardinals,
Cloth Mini,150,Albert Pujols,St. Louis Cardinals,
Cloth Mini,151,Tom Seaver,New York Mets,
Cloth Mini,152,Nolan Jones,Colorado Rockies,
Cloth Mini,153,Kirby Puckett,Minnesota Twins,
Cloth Mini,154,Pedro Martinez,Boston Red Sox,
Cloth Mini,158,Javier Báez,Detroit Tigers,
Cloth Mini,159,Chipper Jones,Atlanta Braves,
Cloth Mini,161,Gunnar Henderson,Baltimore Orioles,
Cloth Mini,166,Carlos Beltrán,Kansas City Royals,
Cloth Mini,169,Nolan Arenado,St. Louis Cardinals,
Cloth Mini,170,Jackie Robinson,Brooklyn Dodgers,
Cloth Mini,172,Masanori Murakami,San Francisco Giants,
Cloth Mini,174,Ichiro,Seattle Mariners,
Cloth Mini,175,Derek Jeter,New York Yankees,
Cloth Mini,177,Ken Griffey Jr.,Seattle Mariners,
Cloth Mini,178,Adrián Beltré,Seattle Mariners,
Cloth Mini,179,Billy Williams,Chicago Cubs,
Cloth Mini,180,Vladimir Guerrero,Los Angeles Angels,
Cloth Mini,181,Shōta Imanaga,Chicago Cubs,
Cloth Mini,182,Dylan Cease,San Diego Padres,
Cloth Mini,183,Kris Bryant,Colorado Rockies,
Cloth Mini,185,Salvador Perez,Kansas City Royals,
Cloth Mini,186,Fernando Tatis Jr.,San Diego Padres,
Cloth Mini,187,Royce Lewis,Minnesota Twins,
Cloth Mini,189,Christopher Morel,Chicago Cubs,
Cloth Mini,192,Gary Carter,Montréal Expos,
Cloth Mini,193,Bob Gibson,St. Louis Cardinals,
Cloth Mini,194,Marcus Semien,Texas Rangers,
Cloth Mini,195,Roger Clemens,Toronto Blue Jays,
Cloth Mini,196,William Contreras,Milwaukee Brewers,
Cloth Mini,198,Babe Ruth,Boston Red Sox,
Cloth Mini,199,Brent Rooker,Oakland Athletics,
Cloth Mini,200,Vladimir Guerrero Jr.,Toronto Blue Jays,
Cloth Mini,201,Yoshinobu Yamamoto,Los Angeles Dodgers,
Cloth Mini,269,Jung-hoo Lee,San Francisco Giants,
Cloth Mini,275,Jackson Merrill,San Diego Padres,
Cloth Mini,276,Jackson Chourio,Milwaukee Brewers,
Cloth Mini,277,Jackson Holliday,Baltimore Orioles,
Cloth Mini,278,Wyatt Langford,Texas Rangers,
Cloth Mini,279,Colt Keith,Detroit Tigers,
Cloth Mini,280,Mike Trout,Los Angeles Angels,
Cloth Mini,282,Paul Skenes,Pittsburgh Pirates,
Cut Signatures,CS-AE,Amelia Earhart,Pilot,
Cut Signatures,CS-AEA,Amelia Earhart,,
Cut Signatures,CS-AK,Al Kaline,Detroit Tigers,
Cut Signatures,CS-BD,Bobby Doerr,Boston Red Sox,
Cut Signatures,CS-BF,Bob Feller,Cleveland,
Cut Signatures,CS-BG,Bob Gibson,St. Louis Cardinals,
Cut Signatures,CS-BL,Bob Lemon,Cleveland,
Cut Signatures,CS-BR,Brooks Robinson,Baltimore Orioles,
Cut Signatures,CS-CS,Casey Stengel,New York Yankees,
Cut Signatures,CS-CY,Cy Young,Boston Red Sox,
Cut Signatures,CS-DS,Don Sutton,Los Angeles Dodgers,
Cut Signatures,CS-DSN,Duke Snider,Brooklyn Dodgers,
Cut Signatures,CS-EB,Ernie Banks,Chicago Cubs,
Cut Signatures,CS-EH,Edmund Hillary,,
Cut Signatures,CS-ES,Enos Slaughter,St. Louis Cardinals,
Cut Signatures,CS-FD,Frederick Douglass,,
Cut Signatures,CS-GC,Gary Carter,Montréal Expos,
Cut Signatures,CS-GCA,Gary Carter,New York Mets,
Cut Signatures,CS-HA,Hank Aaron,Atlanta Braves,
Cut Signatures,CS-HK,Harmon Killebrew,Minnesota Twins,
Cut Signatures,CS-HKI,Harmon Killebrew,Washington Senators,
Cut Signatures,CS-JA,John Quincy Adams,,
Cut Signatures,CS-JB,"James ""Cool Papa"" Bell",,
Cut Signatures,CS-JC,Jimmy Carter,,
Cut Signatures,CS-JM,Joe Morgan,Cincinnati Reds,
Cut Signatures,CS-JME,Joe Medwick,St. Louis Cardinals,
Cut Signatures,CS-JMI,Johnny Mize,New York Giants,
Cut Signatures,CS-JN,Joe Niekro,Atlanta Braves,
Cut Signatures,CS-JP,Johnny Podres,Brooklyn Dodgers,
Cut Signatures,CS-JS,Joe Sewell,New York Yankees,
Cut Signatures,CS-JW,Joe Wood,Boston Red Sox,
Cut Signatures,CS-JWA,John Wayne,,
Cut Signatures,CS-LA,Luke Appling,Chicago White Sox,
Cut Signatures,CS-LB,Lou Brock,St. Louis Cardinals,
Cut Signatures,CS-LBR,Lou Brock,Chicago Cubs,
Cut Signatures,CS-LD,Larry Doby,Cleveland,
Cut Signatures,CS-MI,Monte Irvin,New York Giants,
Cut Signatures,CS-MM,Mickey Mantle,New York Yankees,
Cut Signatures,CS-MMI,Minnie Miñoso,Chicago White Sox,
Cut Signatures,CS-MV,Martin Van Buren,,
Cut Signatures,CS-PR,Pee Wee Reese,Brooklyn Dodgers,
Cut Signatures,CS-RC,Roy Campanella,Brooklyn Dodgers,
Cut Signatures,CS-RM,Roger Maris,New York Yankees,
Cut Signatures,CS-RN,Richard Nixon,,
Cut Signatures,CS-RR,Robin Roberts,Philadelphia Phillies,
Cut Signatures,CS-RS,Ron Santo,Chicago Cubs,
Cut Signatures,CS-SM,Stan Musial,St. Louis Cardinals,
Cut Signatures,CS-TG,Tony Gwynn,San Diego Padres,
Cut Signatures,CS-TL,Tommy LaSorda,Los Angeles Dodgers,
Cut Signatures,CS-TN,Tenzing Norgay,,
Cut Signatures,CS-TS,Tom Seaver,New York Mets,
Cut Signatures,CS-TW,Ted Williams,Boston Red Sox,
Cut Signatures,CS-WF,Whitey Ford,New York Yankees,
Cut Signatures,CS-WS,Willie Stargell,Pittsburgh Pirates,
Cut Signatures,CS-WSP,Warren Spahn,Boston Braves,
Cut Signatures,CS-WSPA,Warren Spahn,Milwaukee Braves,
Cut Signatures,CS-WW,Woodrow Wilson,,
Cut Signatures,CS-YB,Yogi Berra,New York Yankees,
Cycle Succession,CS-1,Brooks Robinson,Baltimore Orioles,
Cycle Succession,CS-2,Carl Yastrzemski,Boston Red Sox,
Cycle Succession,CS-3,Billy Williams,Chicago Cubs,
Cycle Succession,CS-4,Rod Carew,Minnesota Twins,
Cycle Succession,CS-5,Joe Torre,St. Louis Cardinals,
Cycle Succession,CS-6,Lou Brock,St. Louis Cardinals,
Cycle Succession,CS-7,Cal Ripken Jr.,Baltimore Orioles,
Cycle Succession,CS-8,Carlton Fisk,Chicago White Sox,
Cycle Succession,CS-9,Keith Hernandez,New York Mets,
Cycle Succession,CS-10,Kirby Puckett,Minnesota Twins,
Cycle Succession,CS-11,Andre Dawson,Chicago Cubs,
Cycle Succession,CS-12,Tim Raines,Montréal Expos,
Cycle Succession,CS-13,Robin Yount,Milwaukee Brewers,
Cycle Succession,CS-14,George Brett,Kansas City Royals,
Cycle Succession,CS-15,Paul Molitor,Milwaukee Brewers,
Cycle Succession,CS-16,Dave Winfield,California Angels,
Cycle Succession,CS-17,Alex Rodriguez,Seattle Mariners,
Cycle Succession,CS-18,Stan Musial,St. Louis Cardinals,
Cycle Succession,CS-19,Jason Kendall,Pittsburgh Pirates,
Cycle Succession,CS-20,Jeff Bagwell,Houston Astros,
Cycle Succession,CS-21,Miguel Tejada,Oakland Athletics,
Cycle Succession,CS-22,Craig Biggio,Houston Astros,
Cycle Succession,CS-23,Vladimir Guerrero,Montréal Expos,
Cycle Succession,CS-24,Mark Teixeira,Texas Rangers,
Cycle Succession,CS-25,Mike Trout,Los Angeles Angels,
Cycle Succession,CS-26,Adrián Beltré,Texas Rangers,
Cycle Succession,CS-27,Jackie Robinson,Brooklyn Dodgers,
Cycle Succession,CS-28,Cody Bellinger,Los Angeles Dodgers,
Cycle Succession,CS-29,Evan Longoria,Tampa Bay Rays,
Cycle Succession,CS-30,José Abreu,Chicago White Sox,
Cycle Succession,CS-31,Mookie Betts,Boston Red Sox,
Cycle Succession,CS-32,Charlie Blackmon,Colorado Rockies,
Cycle Succession,CS-33,Jorge Polanco,Minnesota Twins,
Cycle Succession,CS-34,Shohei Ohtani,Los Angeles Angels,
Cycle Succession,CS-35,Jake Bauers,Cleveland,
Cycle Succession,CS-36,Jonathan Villar,Baltimore Orioles,
Cycle Succession,CS-37,Cavan Biggio,Toronto Blue Jays,
Cycle Succession,CS-38,Trea Turner,Washington Nationals,
Cycle Succession,CS-39,Jake Cronenworth,San Diego Padres,
Cycle Succession,CS-40,Freddie Freeman,Atlanta Braves,
Cycle Succession,CS-41,Eddie Rosario,Atlanta Braves,
Cycle Succession,CS-42,Christian Yelich,Milwaukee Brewers,
Cycle Succession,CS-43,Jared Walsh,Los Angeles Angels,
Cycle Succession,CS-44,Austin Hays,Baltimore Orioles,
Cycle Succession,CS-45,Nolan Arenado,St. Louis Cardinals,
Cycle Succession,CS-46,Luis Arraez,Miami Marlins,
Cycle Succession,CS-47,Cedric Mullins,Baltimore Orioles,
Cycle Succession,CS-48,J.T. Realmuto,Philadelphia Phillies,
Cycle Succession,CS-49,Elly De La Cruz,Cincinnati Reds,
Cycle Succession,CS-50,Jose Altuve,Houston Astros,
Double Rip Cards,DRIP-AA,Ronald Acuña Jr. / Hank Aaron,Atlanta Braves,
Double Rip Cards,DRIP-AH,Ronald Acuña Jr. / Michael Harris II,Atlanta Braves,
Double Rip Cards,DRIP-AT,Kyle Tucker / Yordan Alvarez,Houston Astros,
Double Rip Cards,DRIP-AY,Hank Aaron / Christian Yelich,Milwaukee Brewers,
Double Rip Cards,DRIP-BG,Lou Brock / Bob Gibson,St. Louis Cardinals,
Double Rip Cards,DRIP-BM,Thurman Munson / Yogi Berra,New York Yankees,
Double Rip Cards,DRIP-BR,Mookie Betts / Jackie Robinson,Los Angeles Dodgers,
Double Rip Cards,DRIP-BS,Ron Santo / Ernie Banks,Chicago Cubs,
Double Rip Cards,DRIP-BV,Joey Votto / Johnny Bench,Cincinnati Reds,
Double Rip Cards,DRIP-BW,Bobby Witt Jr. / George Brett,Kansas City Royals,
Double Rip Cards,DRIP-CF,Gerrit Cole / Whitey Ford,New York Yankees,
Double Rip Cards,DRIP-CM,Corbin Carroll / Ketel Marte,Arizona Diamondbacks,
Double Rip Cards,DRIP-CO,Rod Carew / Tony Oliva,Minnesota Twins,
Double Rip Cards,DRIP-CR,Miguel Cabrera / Ivan Rodriguez,Florida Marlins,
Double Rip Cards,DRIP-DL,Yandy Díaz / Evan Longoria,Tampa Bay Rays,
Double Rip Cards,DRIP-FB,Yogi Berra / Whitey Ford,New York Yankees,
Double Rip Cards,DRIP-FG,Steve Garvey / Freddie Freeman,Los Angeles Dodgers,
Double Rip Cards,DRIP-GA,Paul Goldschmidt / Nolan Arenado,St. Louis Cardinals,
Double Rip Cards,DRIP-GB,Vladimir Guerrero Jr. / Bo Bichette,Toronto Blue Jays,
Double Rip Cards,DRIP-GD,Vladimir Guerrero / Andre Dawson,Montréal Expos,
Double Rip Cards,DRIP-GI,Ken Griffey Jr. / Ichiro,Seattle Mariners,
Double Rip Cards,DRIP-GR,Julio Rodríguez / Ken Griffey Jr.,Seattle Mariners,
Double Rip Cards,DRIP-GT,Tony Gwynn / Fernando Tatis Jr.,San Diego Padres,
Double Rip Cards,DRIP-HJ,Rickey Henderson / Reggie Jackson,Oakland Athletics,
Double Rip Cards,DRIP-JB,Josh Jung / Adrián Béltre,Texas Rangers,
Double Rip Cards,DRIP-JC,Corbin Carroll / Randy Johnson,Arizona Diamondbacks,
Double Rip Cards,DRIP-JD,Jasson Domínguez / Reggie Jackson,New York Yankees,
Double Rip Cards,DRIP-JH,Félix Hernández / Randy Johnson,Seattle Mariners,
Double Rip Cards,DRIP-JJ,Aaron Judge / Derek Jeter,New York Yankees,
Double Rip Cards,DRIP-JM,Reggie Jackson / Mark McGwire,Oakland Athletics,
Double Rip Cards,DRIP-JR,Austin Riley / Chipper Jones,Atlanta Braves,
Double Rip Cards,DRIP-JS,Juan Soto / Aaron Judge,New York Yankees,
Double Rip Cards,DRIP-KC,Miguel Cabrera / Al Kaline,Detroit Tigers,
Double Rip Cards,DRIP-KK,Clayton Kershaw / Sandy Koufax,Los Angeles Dodgers,
Double Rip Cards,DRIP-KM,Joe Mauer / Harmon Killebrew,Minnesota Twins,
Double Rip Cards,DRIP-LA,Francisco Lindor / Pete Alonso,New York Mets,
Double Rip Cards,DRIP-LD,Barry Larkin / Elly De La Cruz,Cincinnati Reds,
Double Rip Cards,DRIP-MC,Roberto Clemente / Andrew McCutchen,Pittsburgh Pirates,
Double Rip Cards,DRIP-MI,Hideki Matsui / Ichiro,New York Yankees,
Double Rip Cards,DRIP-MJ,Randy Johnson / Pedro Martinez,Montréal Expos,
Double Rip Cards,DRIP-MR,Cal Ripken Jr. / Eddie Murray,Baltimore Orioles,
