Variety,Card Number,Player Name,Team Name,Notes,Parallel
Action Stars,AS-9,Yordan Alvarez,Houston Astros,,
Action Stars,AS-10,Freddie Freeman,Los Angeles Dodgers,,
Action Stars,AS-11,Brett Baty,New York Mets,,
Action Stars,AS-12,Jordan Walker,St. Louis Cardinals,,
Action Stars,AS-13,Pete Alonso,New York Mets,,
Action Stars,AS-14,Rafael Devers,Boston Red Sox,,
Action Stars,AS-15,Aaron Judge,New York Yankees,,
Action Stars,AS-16,Bryce Harper,Philadelphia Phillies,,
Action Stars,AS-17,Bobby Witt Jr.,Kansas City Royals,,
Action Stars,AS-18,Fernando Tatis Jr.,San Diego Padres,,
Action Stars,AS-19,Juan Soto,San Diego Padres,,
Action Stars,AS-20,Julio Rodríguez,Seattle Mariners,,
Action Stars,AS-21,Nolan Arenado,St. Louis Cardinals,,
Action Stars,AS-22,Paul Goldschmidt,St. Louis Cardinals,,
Action Stars,AS-23,Mookie Betts,Los Angeles Dodgers,,
Action Stars,AS-24,Luis Robert,Chicago White Sox,,
Action Stars,AS-25,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Action Stars,AS-26,Bo Bichette,Toronto Blue Jays,,
Action Stars,AS-27,Alex Bregman,Houston Astros,,
Action Stars,AS-28,Anthony Volpe,New York Yankees,,
Action Stars,AS-29,Mike Trout,Los Angeles Angels,,
Action Stars,AS-30,Jazz Chisholm Jr.,Miami Marlins,,
Action Stars Autographs,AS-3,Corbin Carroll,Arizona Diamondbacks,,
Action Stars Autographs,AS-4,Shohei Ohtani,Los Angeles Angels,,
Action Stars Autographs,AS-5,Ronald Acuña Jr.,Atlanta Braves,,
Action Stars Autographs,AS-6,Michael Harris II,Atlanta Braves,,
Action Stars Autographs,AS-7,Triston Casas,Boston Red Sox,,
Action Stars Autographs,AS-8,Riley Greene,Detroit Tigers,,
Action Stars Autographs,AS-9,Yordan Alvarez,Houston Astros,,
Action Stars Autographs,AS-11,Brett Baty,New York Mets,,
Action Stars Autographs,AS-12,Jordan Walker,St. Louis Cardinals,,
Action Stars Autographs,AS-13,Pete Alonso,New York Mets,,
Action Stars Autographs,AS-14,Rafael Devers,Boston Red Sox,,
Action Stars Autographs,AS-16,Bryce Harper,Philadelphia Phillies,,
Action Stars Autographs,AS-17,Bobby Witt Jr.,Kansas City Royals,,
Action Stars Autographs,AS-18,Fernando Tatis Jr.,San Diego Padres,,
Action Stars Autographs,AS-19,Juan Soto,San Diego Padres,,
Action Stars Autographs,AS-20,Julio Rodríguez,Seattle Mariners,,
Action Stars Autographs,AS-22,Paul Goldschmidt,St. Louis Cardinals,,
Action Stars Autographs,AS-25,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Action Stars Autographs,AS-28,Anthony Volpe,New York Yankees,,
Action Stars Autographs,AS-30,Jazz Chisholm Jr.,Miami Marlins,,
AKA,AKA-1,Julio Rodríguez,Seattle Mariners,,
AKA,AKA-2,Noah Syndergaard,Los Angeles Dodgers,,
AKA,AKA-3,Nolan Ryan,Texas Rangers,,
AKA,AKA-4,Ken Griffey Jr.,Seattle Mariners,,
AKA,AKA-5,David Ortiz,Boston Red Sox,,
AKA,AKA-6,Albert Pujols,St. Louis Cardinals,,
AKA,AKA-7,Hank Aaron,Atlanta Braves,,
AKA,AKA-8,Mariano Rivera,New York Yankees,,
AKA,AKA-9,Bryce Harper,Philadelphia Phillies,,
AKA,AKA-10,Randy Johnson,Arizona Diamondbacks,,
All Aces,AA-51,Nolan Ryan,California Angels,,
All Aces,AA-52,John Smoltz,Atlanta Braves,,
All Aces,AA-53,Roger Clemens,Boston Red Sox,,
All Aces,AA-54,Mark Buehrle,Chicago White Sox,,
All Aces,AA-55,Walker Buehler,Los Angeles Dodgers,,
All Aces,AA-56,Hunter Brown,Houston Astros,,
All Aces,AA-57,Catfish Hunter,Oakland Athletics,,
All Aces,AA-58,Fergie Jenkins,Chicago Cubs,,
All Aces,AA-59,Bert Blyleven,Minnesota Twins,,
All Aces,AA-60,Don Drysdale,Los Angeles Dodgers,,
All Aces,AA-61,Warren Spahn,Milwaukee Braves,,
All Aces,AA-62,Greg Maddux,Chicago Cubs,,
All Aces,AA-63,Dwight Gooden,New York Mets,,
All Aces,AA-64,Bobby Miller,Los Angeles Dodgers,,
All Aces,AA-65,Andy Pettitte,New York Yankees,,
All Aces,AA-66,Adam Wainwright,St. Louis Cardinals,,
All Aces,AA-67,Bryce Miller,Seattle Mariners,,
All Aces,AA-68,Tanner Bibee,Cleveland Guardians,,
All Aces,AA-69,Bob Feller,Cleveland,,
All Aces,AA-70,Juan Marichal,San Francisco Giants,,
All Aces,AA-71,Barry Zito,Oakland Athletics,,
All Aces,AA-72,Zack Greinke,Kansas City Royals,,
All Aces,AA-73,Eury Pérez,Miami Marlins,,
All Aces,AA-74,Grayson Rodriguez,Baltimore Orioles,,
All Aces,AA-75,Taj Bradley,Tampa Bay Rays,,
All Aces Autographs,AA-51,Nolan Ryan,California Angels,,
All Aces Autographs,AA-52,John Smoltz,Atlanta Braves,,
All Aces Autographs,AA-53,Roger Clemens,Boston Red Sox,,
All Aces Autographs,AA-54,Mark Buehrle,Chicago White Sox,,
All Aces Autographs,AA-55,Walker Buehler,Los Angeles Dodgers,,
All Aces Autographs,AA-56,Hunter Brown,Houston Astros,,
All Aces Autographs,AA-58,Fergie Jenkins,Chicago Cubs,,
All Aces Autographs,AA-59,Bert Blyleven,Minnesota Twins,,
All Aces Autographs,AA-62,Greg Maddux,Chicago Cubs,,
All Aces Autographs,AA-63,Dwight Gooden,New York Mets,,
All Aces Autographs,AA-65,Andy Pettitte,New York Yankees,,
All Aces Autographs,AA-67,Bryce Miller,Seattle Mariners,,
All Aces Autographs,AA-68,Tanner Bibee,Cleveland Guardians,,
All Aces Autographs,AA-71,Barry Zito,Oakland Athletics,,
All Aces Autographs,AA-74,Grayson Rodriguez,Baltimore Orioles,,
All Aces Autographs,AA-75,Taj Bradley,Tampa Bay Rays,,
All-Star Jumbo Patch,ASJP-AD,Alexis Díaz,Cincinnati Reds,,
All-Star Jumbo Patch,ASJP-ADL,Adley Rutschman,Baltimore Orioles,,
All-Star Jumbo Patch,ASJP-AG,Adolis García,Texas Rangers,,
All-Star Jumbo Patch,ASJP-AR,Austin Riley,Atlanta Braves,,
All-Star Jumbo Patch,ASJP-BB,Bo Bichette,Toronto Blue Jays,,
All-Star Jumbo Patch,ASJP-CC,Corbin Carroll,Arizona Diamondbacks,,
All-Star Jumbo Patch,ASJP-CKI,Craig Kimbrel,Philadelphia Phillies,,
All-Star Jumbo Patch,ASJP-CS,Corey Seager,Texas Rangers,,
All-Star Jumbo Patch,ASJP-DEV,Devin Williams,Milwaukee Brewers,,
All-Star Jumbo Patch,ASJP-DOV,Camilo Doval,San Francisco Giants,,
All-Star Jumbo Patch,ASJP-FB,Félix Bautista,Baltimore Orioles,,
All-Star Jumbo Patch,ASJP-FF,Freddie Freeman,Los Angeles Dodgers,,
All-Star Jumbo Patch,ASJP-GC,Gerrit Cole,New York Yankees,,
All-Star Jumbo Patch,ASJP-HAY,Austin Hays,Baltimore Orioles,,
All-Star Jumbo Patch,ASJP-JH,Jonah Heim,Texas Rangers,,
All-Star Jumbo Patch,ASJP-JJ,Josh Jung,Texas Rangers,,
All-Star Jumbo Patch,ASJP-JM,J.D. Martinez,Los Angeles Dodgers,,
All-Star Jumbo Patch,ASJP-JR,José Ramírez,Cleveland Guardians,,
All-Star Jumbo Patch,ASJP-JROD,Julio Rodríguez,Seattle Mariners,,
All-Star Jumbo Patch,ASJP-JSO,Juan Soto,San Diego Padres,,
All-Star Jumbo Patch,ASJP-KIR,George Kirby,Seattle Mariners,,
All-Star Jumbo Patch,ASJP-LC,Luis Castillo,Seattle Mariners,,
All-Star Jumbo Patch,ASJP-LG,Lourdes Gurriel Jr.,Arizona Diamondbacks,,
All-Star Jumbo Patch,ASJP-MBE,Mookie Betts,Los Angeles Dodgers,,
All-Star Jumbo Patch,ASJP-MO,Matt Olson,Atlanta Braves,,
All-Star Jumbo Patch,ASJP-NA,Nolan Arenado,St. Louis Cardinals,,
All-Star Jumbo Patch,ASJP-NE,Nathan Eovaldi,Texas Rangers,,
All-Star Jumbo Patch,ASJP-OA,Ozzie Albies,Atlanta Braves,,
All-Star Jumbo Patch,ASJP-ORL,Orlando Arcia,Atlanta Braves,,
All-Star Jumbo Patch,ASJP-PA,Pete Alonso,New York Mets,,
All-Star Jumbo Patch,ASJP-RA,Randy Arozarena,Tampa Bay Rays,,
All-Star Jumbo Patch,ASJP-RAJ,Ronald Acuña Jr.,Atlanta Braves,,
All-Star Jumbo Patch,ASJP-SEM,Marcus Semien,Texas Rangers,,
All-Star Jumbo Patch,ASJP-SEN,Kodai Senga,New York Mets,,
All-Star Jumbo Patch,ASJP-SG,Sonny Gray,Minnesota Twins,,
All-Star Jumbo Patch,ASJP-SHO,Shohei Ohtani,Los Angeles Angels,,
All-Star Jumbo Patch,ASJP-SM,Shane McClanahan,Tampa Bay Rays,,
All-Star Jumbo Patch,ASJP-SMU,Sean Murphy,Atlanta Braves,,
All-Star Jumbo Patch,ASJP-SO,Shohei Ohtani,Los Angeles Angels,,
All-Star Jumbo Patch,ASJP-SOL,Jorge Soler,Miami Marlins,,
All-Star Jumbo Patch,ASJP-SP,Salvador Perez,Kansas City Royals,,
All-Star Jumbo Patch,ASJP-SS,Spencer Strider,Atlanta Braves,,
All-Star Jumbo Patch,ASJP-STE,Justin Steele,Chicago Cubs,,
All-Star Jumbo Patch,ASJP-TUC,Kyle Tucker,Houston Astros,,
All-Star Jumbo Patch,ASJP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
All-Star Jumbo Patch,ASJP-WF,Wander Franco,Tampa Bay Rays,,
All-Star Jumbo Patch,ASJP-WM,Whit Merrifield,Toronto Blue Jays,,
All-Star Jumbo Patch,ASJP-WS,Will Smith,Los Angeles Dodgers,,
All-Star Jumbo Patch,ASJP-YA,Yordan Alvarez,Houston Astros,,
All-Star Jumbo Patch,ASJP-YD,Yandy Díaz,Tampa Bay Rays,,
All-Star Jumbo Patch,ASJP-ZG,Zac Gallen,Arizona Diamondbacks,,
All-Star Jumbo Patch Autographs,ASAJP-AR,Adley Rutschman,Baltimore Orioles,,
All-Star Jumbo Patch Autographs,ASAJP-ARI,Austin Riley,Atlanta Braves,,
All-Star Jumbo Patch Autographs,ASAJP-CC,Corbin Carroll,Arizona Diamondbacks,,
All-Star Jumbo Patch Autographs,ASAJP-CS,Corey Seager,Texas Rangers,,
All-Star Jumbo Patch Autographs,ASAJP-FF,Freddie Freeman,Los Angeles Dodgers,,
All-Star Jumbo Patch Autographs,ASAJP-GC,Gerrit Cole,New York Yankees,,
All-Star Jumbo Patch Autographs,ASAJP-GK,George Kirby,Seattle Mariners,,
All-Star Jumbo Patch Autographs,ASAJP-GRA,Josiah Gray,Washington Nationals,,
All-Star Jumbo Patch Autographs,ASAJP-JJ,Josh Jung,Texas Rangers,,
All-Star Jumbo Patch Autographs,ASAJP-JR,Julio Rodríguez,Seattle Mariners,,
All-Star Jumbo Patch Autographs,ASAJP-JRA,José Ramírez,Cleveland Guardians,,
All-Star Jumbo Patch Autographs,ASAJP-JS,Juan Soto,San Diego Padres,,
All-Star Jumbo Patch Autographs,ASAJP-KT,Kyle Tucker,Houston Astros,,
All-Star Jumbo Patch Autographs,ASAJP-LC,Luis Castillo,Seattle Mariners,,
All-Star Jumbo Patch Autographs,ASAJP-MCC,Shane McClanahan,Tampa Bay Rays,,
All-Star Jumbo Patch Autographs,ASAJP-MO,Matt Olson,Atlanta Braves,,
All-Star Jumbo Patch Autographs,ASAJP-MS,Marcus Semien,Texas Rangers,,
All-Star Jumbo Patch Autographs,ASAJP-OA,Ozzie Albies,Atlanta Braves,,
All-Star Jumbo Patch Autographs,ASAJP-PA,Pete Alonso,New York Mets,,
All-Star Jumbo Patch Autographs,ASAJP-RA,Randy Arozarena,Tampa Bay Rays,,
All-Star Jumbo Patch Autographs,ASAJP-RAJ,Ronald Acuña Jr.,Atlanta Braves,,
All-Star Jumbo Patch Autographs,ASAJP-SEN,Kodai Senga,New York Mets,,
All-Star Jumbo Patch Autographs,ASAJP-SG,Sonny Gray,Minnesota Twins,,
All-Star Jumbo Patch Autographs,ASAJP-SO,Shohei Ohtani,Los Angeles Angels,,
All-Star Jumbo Patch Autographs,ASAJP-SS,Spencer Strider,Atlanta Braves,,
All-Star Jumbo Patch Autographs,ASAJP-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
All-Star Jumbo Patch Autographs,ASAJP-WF,Wander Franco,Tampa Bay Rays,,
All-Star Jumbo Patch Autographs,ASAJP-WS,Will Smith,Los Angeles Dodgers,,
All-Star Jumbo Patch Autographs,ASAJP-YA,Yordan Alvarez,Houston Astros,,
All-Star Stitches,ASR-AD,Alexis Díaz,Cincinnati Reds,,
All-Star Stitches,ASR-ADL,Adley Rutschman,Baltimore Orioles,,
All-Star Stitches,ASR-AG,Adolis García,Texas Rangers,,
All-Star Stitches,ASR-AR,Austin Riley,Atlanta Braves,,
All-Star Stitches,ASR-BB,Bo Bichette,Toronto Blue Jays,,
All-Star Stitches,ASR-BED,David Bednar,Pittsburgh Pirates,,
All-Star Stitches,ASR-CC,Corbin Carroll,Arizona Diamondbacks,,
All-Star Stitches,ASR-CKI,Craig Kimbrel,Philadelphia Phillies,,
All-Star Stitches,ASR-CS,Corey Seager,Texas Rangers,,
All-Star Stitches,ASR-DEV,Devin Williams,Milwaukee Brewers,,
All-Star Stitches,ASR-DOV,Camilo Doval,San Francisco Giants,,
All-Star Stitches,ASR-ELI,Elias Díaz,Colorado Rockies,,
All-Star Stitches,ASR-FB,Félix Bautista,Baltimore Orioles,,
All-Star Stitches,ASR-FF,Freddie Freeman,Los Angeles Dodgers,,
All-Star Stitches,ASR-GC,Gerrit Cole,New York Yankees,,
All-Star Stitches,ASR-GK,George Kirby,Seattle Mariners,,
All-Star Stitches,ASR-GRY,Josiah Gray,Washington Nationals,,
All-Star Stitches,ASR-HAY,Austin Hays,Baltimore Orioles,,
All-Star Stitches,ASR-JH,Jonah Heim,Texas Rangers,,
All-Star Stitches,ASR-JJ,Josh Jung,Texas Rangers,,
All-Star Stitches,ASR-JM,J.D. Martinez,Los Angeles Dodgers,,
All-Star Stitches,ASR-JR,José Ramírez,Cleveland Guardians,,
All-Star Stitches,ASR-JROD,Julio Rodríguez,Seattle Mariners,,
All-Star Stitches,ASR-JS,Juan Soto,San Diego Padres,,
All-Star Stitches,ASR-KEN,Kenley Jansen,Boston Red Sox,,
All-Star Stitches,ASR-KTU,Kyle Tucker,Houston Astros,,
All-Star Stitches,ASR-LC,Luis Castillo,Seattle Mariners,,
All-Star Stitches,ASR-LG,Lourdes Gurriel Jr.,Arizona Diamondbacks,,
All-Star Stitches,ASR-LOR,Michael Lorenzen,Detroit Tigers,,
All-Star Stitches,ASR-MB,Mookie Betts,Los Angeles Dodgers,,
All-Star Stitches,ASR-MO,Matt Olson,Atlanta Braves,,
All-Star Stitches,ASR-NA,Nolan Arenado,St. Louis Cardinals,,
All-Star Stitches,ASR-NE,Nathan Eovaldi,Texas Rangers,,
All-Star Stitches,ASR-OA,Ozzie Albies,Atlanta Braves,,
All-Star Stitches,ASR-ORL,Orlando Arcia,Atlanta Braves,,
All-Star Stitches,ASR-PA,Pete Alonso,New York Mets,,
All-Star Stitches,ASR-RA,Randy Arozarena,Tampa Bay Rays,,
All-Star Stitches,ASR-RAJ,Ronald Acuña Jr.,Atlanta Braves,,
All-Star Stitches,ASR-ROO,Brent Rooker,Oakland Athletics,,
All-Star Stitches,ASR-SEM,Marcus Semien,Texas Rangers,,
All-Star Stitches,ASR-SEN,Kodai Senga,New York Mets,,
All-Star Stitches,ASR-SG,Sonny Gray,Minnesota Twins,,
All-Star Stitches,ASR-SHO,Shohei Ohtani,Los Angeles Angels,,
All-Star Stitches,ASR-SM,Shane McClanahan,Tampa Bay Rays,,
All-Star Stitches,ASR-SMU,Sean Murphy,Atlanta Braves,,
All-Star Stitches,ASR-SO,Shohei Ohtani,Los Angeles Angels,,
All-Star Stitches,ASR-SOL,Jorge Soler,Miami Marlins,,
All-Star Stitches,ASR-SP,Salvador Perez,Kansas City Royals,,
All-Star Stitches,ASR-SS,Spencer Strider,Atlanta Braves,,
All-Star Stitches,ASR-STE,Justin Steele,Chicago Cubs,,
All-Star Stitches,ASR-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
All-Star Stitches,ASR-WF,Wander Franco,Tampa Bay Rays,,
All-Star Stitches,ASR-WM,Whit Merrifield,Toronto Blue Jays,,
All-Star Stitches,ASR-WS,Will Smith,Los Angeles Dodgers,,
All-Star Stitches,ASR-YA,Yordan Alvarez,Houston Astros,,
All-Star Stitches,ASR-YD,Yandy Díaz,Tampa Bay Rays,,
All-Star Stitches,ASR-ZG,Zac Gallen,Arizona Diamondbacks,,
All-Star Stitches Autographs,ASSA-AR,Adley Rutschman,Baltimore Orioles,,
All-Star Stitches Autographs,ASSA-ARI,Austin Riley,Atlanta Braves,,
All-Star Stitches Autographs,ASSA-CC,Corbin Carroll,Arizona Diamondbacks,,
All-Star Stitches Autographs,ASSA-COR,Corey Seager,Texas Rangers,,
All-Star Stitches Autographs,ASSA-FF,Freddie Freeman,Los Angeles Dodgers,,
All-Star Stitches Autographs,ASSA-GC,Gerrit Cole,New York Yankees,,
All-Star Stitches Autographs,ASSA-JJ,Josh Jung,Texas Rangers,,
All-Star Stitches Autographs,ASSA-JR,José Ramírez,Cleveland Guardians,,
All-Star Stitches Autographs,ASSA-JROD,Julio Rodríguez,Seattle Mariners,,
All-Star Stitches Autographs,ASSA-JS,Juan Soto,San Diego Padres,,
All-Star Stitches Autographs,ASSA-KIR,George Kirby,Seattle Mariners,,
All-Star Stitches Autographs,ASSA-KT,Kyle Tucker,Houston Astros,,
All-Star Stitches Autographs,ASSA-LC,Luis Castillo,Seattle Mariners,,
All-Star Stitches Autographs,ASSA-MCC,Shane McClanahan,Tampa Bay Rays,,
All-Star Stitches Autographs,ASSA-MO,Matt Olson,Atlanta Braves,,
All-Star Stitches Autographs,ASSA-MS,Marcus Semien,Texas Rangers,,
All-Star Stitches Autographs,ASSA-OZ,Ozzie Albies,Atlanta Braves,,
All-Star Stitches Autographs,ASSA-PA,Pete Alonso,New York Mets,,
All-Star Stitches Autographs,ASSA-RA,Randy Arozarena,Tampa Bay Rays,,
All-Star Stitches Autographs,ASSA-RAJ,Ronald Acuña Jr.,Atlanta Braves,,
All-Star Stitches Autographs,ASSA-SAL,Salvador Perez,Kansas City Royals,,
All-Star Stitches Autographs,ASSA-SEN,Kodai Senga,New York Mets,,
All-Star Stitches Autographs,ASSA-SG,Sonny Gray,Minnesota Twins,,
All-Star Stitches Autographs,ASSA-SO,Shohei Ohtani,Los Angeles Angels,,
All-Star Stitches Autographs,ASSA-SS,Spencer Strider,Atlanta Braves,,
All-Star Stitches Autographs,ASSA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
All-Star Stitches Autographs,ASSA-WF,Wander Franco,Tampa Bay Rays,,
All-Star Stitches Autographs,ASSA-WIL,Will Smith,Los Angeles Dodgers,,
All-Star Stitches Autographs,ASSA-YA,Yordan Alvarez,Houston Astros,,
All-Star Stitches Dual,ASSD-AA,Ronald Acuña Jr. / Ozzie Albies,Atlanta Braves,/25,
All-Star Stitches Dual,ASSD-AF,Wander Franco / Randy Arozarena,Tampa Bay Rays,/25,
All-Star Stitches Dual,ASSD-BF,Mookie Betts / Freddie Freeman,Los Angeles Dodgers,/25,
All-Star Stitches Dual,ASSD-GB,Bo Bichette / Vladimir Guerrero Jr.,Toronto Blue Jays,/25,
All-Star Stitches Dual,ASSD-OO,Shohei Ohtani,Los Angeles Angels,/25,
All-Star Stitches Dual,ASSD-OR,Matt Olson / Austin Riley,Atlanta Braves,/25,
All-Star Stitches Dual,ASSD-OS,Shohei Ohtani / Kodai Senga,Los Angeles Angels,/25,
All-Star Stitches Dual,ASSD-OS,Shohei Ohtani / Kodai Senga,New York Mets,/25,
All-Star Stitches Dual,ASSD-RC,Adley Rutschman / Corbin Carroll,Baltimore Orioles,/25,
All-Star Stitches Dual,ASSD-RC,Adley Rutschman / Corbin Carroll,Arizona Diamondbacks,/25,
All-Star Stitches Dual,ASSD-ROC,Luis Castillo / Julio Rodríguez,Seattle Mariners,/25,
All-Star Stitches Dual,ASSD-RS,Julio Rodríguez /Juan Soto,Seattle Mariners,/25,
All-Star Stitches Dual,ASSD-RS,Julio Rodríguez /Juan Soto,San Diego Padres,/25,
All-Star Stitches Dual,ASSD-SJ,Corey Seager / Josh Jung,Texas Rangers,/25,
All-Star Stitches Dual Autographs,ASSDA-AA,Ozzie Albies / Ronald Acuña Jr.,Atlanta Braves,,
All-Star Stitches Dual Autographs,ASSDA-AO,Ronald Acuña Jr. / Shohei Ohtani,Atlanta Braves,,
All-Star Stitches Dual Autographs,ASSDA-AO,Ronald Acuña Jr. / Shohei Ohtani,Los Angeles Angels,,
All-Star Stitches Dual Autographs,ASSDA-GA,Vladimir Guerrero Jr. / Randy Arozarena,Toronto Blue Jays,,
All-Star Stitches Dual Autographs,ASSDA-GA,Vladimir Guerrero Jr. / Randy Arozarena,Tampa Bay Rays,,
All-Star Stitches Dual Autographs,ASSDA-OAJ,Matt Olson / Ronald Acuña Jr.,Atlanta Braves,,
All-Star Stitches Dual Autographs,ASSDA-RC,Luis Castillo / Julio Rodríguez,Seattle Mariners,,
All-Star Stitches Dual Autographs,ASSDA-RCA,Adley Rutschman / Corbin Carroll,Baltimore Orioles,,
All-Star Stitches Dual Autographs,ASSDA-RCA,Adley Rutschman / Corbin Carroll,Arizona Diamondbacks,,
All-Star Stitches Dual Autographs,ASSDA-SAJ,Ronald Acuña Jr. / Juan Soto,Atlanta Braves,,
All-Star Stitches Dual Autographs,ASSDA-SAJ,Ronald Acuña Jr. / Juan Soto,San Diego Padres,,
All-Star Stitches Dual Autographs,ASSDA-SJ,Josh Jung / Corey Seager,Texas Rangers,,
All-Star Stitches Dual Autographs,ASSDA-SR,Juan Soto / Julio Rodríguez,San Diego Padres,,
All-Star Stitches Dual Autographs,ASSDA-SR,Juan Soto / Julio Rodríguez,Seattle Mariners,,
All-Star Stitches Triple,ASST-AAR,Austin Riley / Ronald Acuña Jr. / Ozzie Albies,Atlanta Braves,/25,
All-Star Stitches Triple,ASST-AFD,Randy Arozarena / Yandy Díaz / Wander Franco,Tampa Bay Rays,/25,
All-Star Stitches Triple,ASST-AOM,Ronald Acuña Jr. / Matt Olson / Sean Murphy,Atlanta Braves,/25,
All-Star Stitches Triple,ASST-ARS,Juan Soto / Ronald Acuña Jr. / Julio Rodríguez,San Diego Padres,/25,
All-Star Stitches Triple,ASST-ARS,Juan Soto / Ronald Acuña Jr. / Julio Rodríguez,Atlanta Braves,/25,
All-Star Stitches Triple,ASST-ARS,Juan Soto / Ronald Acuña Jr. / Julio Rodríguez,Seattle Mariners,/25,
All-Star Stitches Triple,ASST-CRJ,Corbin Carroll / Adley Rutschman / Josh Jung,Arizona Diamondbacks,/25,
All-Star Stitches Triple,ASST-CRJ,Corbin Carroll / Adley Rutschman / Josh Jung,Baltimore Orioles,/25,
All-Star Stitches Triple,ASST-CRJ,Corbin Carroll / Adley Rutschman / Josh Jung,Texas Rangers,/25,
All-Star Stitches Triple,ASST-FBS,Freddie Freeman / Mookie Betts / Will Smith,Los Angeles Dodgers,/25,
All-Star Stitches Triple,ASST-GBR,Bo Bichette / Jordan Romano / Vladimir Guerrero Jr.,Toronto Blue Jays,/25,
All-Star Stitches Triple,ASST-SBC,Mookie Betts / Corbin Carroll / Juan Soto,Los Angeles Dodgers,/25,
All-Star Stitches Triple,ASST-SBC,Mookie Betts / Corbin Carroll / Juan Soto,Arizona Diamondbacks,/25,
All-Star Stitches Triple,ASST-SBC,Mookie Betts / Corbin Carroll / Juan Soto,San Diego Padres,/25,
All-Star Stitches Triple,ASST-SSJ,Marcus Semien / Corey Seager / Josh Jung,Texas Rangers,/25,
Baseball Stars Autographs,BSA-AB,Adrián Beltré,Texas Rangers,,
Baseball Stars Autographs,BSA-AMA,Miguel Amaya,Chicago Cubs,,
Baseball Stars Autographs,BSA-AP,Andy Pettitte,New York Yankees,,
Baseball Stars Autographs,BSA-AR,Alex Rodriguez,New York Yankees,,
Baseball Stars Autographs,BSA-AV,Anthony Volpe,New York Yankees,,
Baseball Stars Autographs,BSA-BD,Brenton Doyle,Colorado Rockies,,
Baseball Stars Autographs,BSA-BH,Brent Headrick,Minnesota Twins,,
Baseball Stars Autographs,BSA-BL,Barry Larkin,Cincinnati Reds,,
Baseball Stars Autographs,BSA-BRY,Bryce Miller,Seattle Mariners,,
Baseball Stars Autographs,BSA-BT,Brice Turang,Milwaukee Brewers,,
Baseball Stars Autographs,BSA-CB,Cody Bellinger,Chicago Cubs,,
Baseball Stars Autographs,BSA-CC,Corbin Carroll,Arizona Diamondbacks,,
Baseball Stars Autographs,BSA-CF,Carlton Fisk,Chicago White Sox,,
Baseball Stars Autographs,BSA-DW,Dave Winfield,New York Yankees,,
Baseball Stars Autographs,BSA-EJ,Edouard Julien,Minnesota Twins,,
Baseball Stars Autographs,BSA-GR,Grayson Rodriguez,Baltimore Orioles,,
Baseball Stars Autographs,BSA-GVA,Gus Varland,Milwaukee Brewers,,
Baseball Stars Autographs,BSA-HG,Hunter Gaddis,Cleveland Guardians,,
Baseball Stars Autographs,BSA-JAS,Jared Shuster,Atlanta Braves,,
Baseball Stars Autographs,BSA-JO,James Outman,Los Angeles Dodgers,,
Baseball Stars Autographs,BSA-JW,Jordan Walker,St. Louis Cardinals,,
Baseball Stars Autographs,BSA-JWI,Joey Wiemer,Milwaukee Brewers,,
Baseball Stars Autographs,BSA-LA,Logan Allen,Cleveland Guardians,,
Baseball Stars Autographs,BSA-MB,Michael Busch,Los Angeles Dodgers,,
Baseball Stars Autographs,BSA-MG,Maikel Garcia,Kansas City Royals,,
Baseball Stars Autographs,BSA-MM,Mark McGwire,Oakland Athletics,,
Baseball Stars Autographs,BSA-MME,Matt Mervis,Chicago Cubs,,
Baseball Stars Autographs,BSA-MMI,Mason Miller,Oakland Athletics,,
Baseball Stars Autographs,BSA-NJ,Nolan Jones,Colorado Rockies,,
Baseball Stars Autographs,BSA-OC,Oscar Colás,Chicago White Sox,,
Baseball Stars Autographs,BSA-PB,Peyton Battenfield,Cleveland Guardians,,
Baseball Stars Autographs,BSA-PG,Paul Goldschmidt,St. Louis Cardinals,,
Baseball Stars Autographs,BSA-RA,Ronald Acuña Jr.,Atlanta Braves,,
Baseball Stars Autographs,BSA-SF,Shintaro Fujinami,Oakland Athletics,,
Baseball Stars Autographs,BSA-SHE,Braden Shewmake,Atlanta Braves,,
Baseball Stars Autographs,BSA-SS,Sammy Sosa,Chicago Cubs,,
Baseball Stars Autographs,BSA-TB,Taj Bradley,Tampa Bay Rays,,
Baseball Stars Autographs,BSA-TBE,Tanner Bibee,Cleveland Guardians,,
Baseball Stars Autographs,BSA-THW,Thaddeus Ward,Washington Nationals,,
Baseball Stars Autographs,BSA-VG,Vladimir Guerrero Jr.,Toronto Blue Jays,,
Baseball Stars Autographs,BSA-ZN,Zach Neto,Los Angeles Angels,,
Baseball Stars Dual Autographs,BSDA-AW,Jordan Walker / Nolan Arenado,St. Louis Cardinals,,
Baseball Stars Dual Autographs,BSDA-CC,Roger Clemens / Gerrit Cole,New York Yankees,,
Baseball Stars Dual Autographs,BSDA-GJM,Pedro Martinez / Vladimir Guerrero Jr.,Boston Red Sox,,
Baseball Stars Dual Autographs,BSDA-GJM,Pedro Martinez / Vladimir Guerrero Jr.,Toronto Blue Jays,,
